sample,read_local_address,contig_local_address,fwd_download,rev_download,contig_download,contig,Date,Depth,Ocean,Location,Lon,Lat,cruise_id,cruise_station
SRR5720219,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720219/SRR5720219_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720219/SRR5720219_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187097/S0519.fa,S0519.fa,10/10/2004,5,Pacific ,ALOHA   ,-29.998,153.5,HOT164   ,HOT
SRR5720220,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720220/SRR5720220_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720220/SRR5720220_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187098/S0520.fa,S0520.fa,10/10/2004,115,Pacific ,ALOHA   ,-29.998,153.5,HOT164   ,HOT
SRR5720221,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720221/SRR5720221_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720221/SRR5720221_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187093/S0515.fa,S0515.fa,15/08/2004,175,Pacific ,ALOHA   ,-30,154.003,HOT162   ,HOT
SRR5720222,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720222/SRR5720222_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720222/SRR5720222_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187094/S0516.fa,S0516.fa,28/09/2004,5,Pacific ,ALOHA   ,-30,154.003,HOT163   ,HOT
SRR5720223,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720223/SRR5720223_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720223/SRR5720223_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187095/S0517.fa,S0517.fa,28/09/2004,115,Pacific ,ALOHA   ,-30,154.003,HOT163   ,HOT
SRR5720224,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720224/SRR5720224_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720224/SRR5720224_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187096/S0518.fa,S0518.fa,28/09/2004,175,Pacific ,ALOHA   ,-30,154.003,HOT163   ,HOT
SRR5720225,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720225/SRR5720225_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720225/SRR5720225_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187089/S0511.fa,S0511.fa,15/06/2004,125,Pacific ,ALOHA   ,-30,154.003,HOT160   ,HOT
SRR5720226,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720226/SRR5720226_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720226/SRR5720226_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187090/S0512.fa,S0512.fa,15/06/2004,175,Pacific ,ALOHA   ,-30,162.998,HOT160   ,HOT
SRR5720227,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720227/SRR5720227_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720227/SRR5720227_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187091/S0513.fa,S0513.fa,15/08/2004,5,Pacific ,ALOHA   ,-30,162.998,HOT162   ,HOT
SRR5720228,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720228/SRR5720228_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720228/SRR5720228_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187092/S0514.fa,S0514.fa,15/08/2004,100,Pacific ,ALOHA   ,-30,159,HOT162   ,HOT
SRR5720229,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720229/SRR5720229_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720229/SRR5720229_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187168/S0590.fa,S0590.fa,15/07/2003,180,Atlantic,BATS    ,-30,159,BATS178  ,BATS
SRR5720230,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720230/SRR5720230_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720230/SRR5720230_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187167/S0589.fa,S0589.fa,15/07/2003,120,Atlantic,BATS    ,-30,162.998,BATS178  ,BATS
SRR5720231,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720231/SRR5720231_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720231/SRR5720231_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187162/S0584.fa,S0584.fa,21/02/2003,180,Atlantic,BATS    ,-30,167,BATS173  ,BATS
SRR5720232,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720232/SRR5720232_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720232/SRR5720232_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187161/S0583.fa,S0583.fa,21/02/2003,40,Atlantic,BATS    ,-30,162.998,BATS173  ,BATS
SRR5720233,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720233/SRR5720233_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720233/SRR5720233_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187160/S0582.fa,S0582.fa,21/02/2003,1,Atlantic,BATS    ,-30,162.998,BATS173  ,BATS
SRR5720234,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720234/SRR5720234_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720234/SRR5720234_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187159/S0581.fa,S0581.fa,08/12/2004,180,Atlantic,BATS    ,-30,167,BATS195  ,BATS
SRR5720235,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720235/SRR5720235_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720235/SRR5720235_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187166/S0588.fa,S0588.fa,15/07/2003,10,Atlantic,BATS    ,-30,167,BATS178  ,BATS
SRR5720236,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720236/SRR5720236_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720236/SRR5720236_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187165/S0587.fa,S0587.fa,22/03/2003,180,Atlantic,BATS    ,-30,159,BATS174  ,BATS
SRR5720237,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720237/SRR5720237_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720237/SRR5720237_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187164/S0586.fa,S0586.fa,22/03/2003,80,Atlantic,BATS    ,-30,159,BATS174  ,BATS
SRR5720238,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720238/SRR5720238_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720238/SRR5720238_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187163/S0585.fa,S0585.fa,22/03/2003,1,Atlantic,BATS    ,-30,159,BATS174  ,BATS
SRR5720239,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720239/SRR5720239_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720239/SRR5720239_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187108/S0530.fa,S0530.fa,17/01/2003,175,Pacific ,ALOHA   ,-30,156,HOT144   ,HOT
SRR5720240,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720240/SRR5720240_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720240/SRR5720240_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187107/S0529.fa,S0529.fa,17/01/2003,125,Pacific ,ALOHA   ,-30,156,HOT144   ,HOT
SRR5720241,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720241/SRR5720241_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720241/SRR5720241_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187100/S0522.fa,S0522.fa,10/11/2004,5,Pacific ,ALOHA   ,-30,174,HOT165   ,HOT
SRR5720242,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720242/SRR5720242_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720242/SRR5720242_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187099/S0521.fa,S0521.fa,10/10/2004,175,Pacific ,ALOHA   ,-30,174,HOT164   ,HOT
SRR5720243,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720243/SRR5720243_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720243/SRR5720243_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187102/S0524.fa,S0524.fa,10/11/2004,175,Pacific ,ALOHA   ,-30,174,HOT165   ,HOT
SRR5720244,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720244/SRR5720244_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720244/SRR5720244_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187101/S0523.fa,S0523.fa,10/11/2004,100,Pacific ,ALOHA   ,-30,175.947,HOT165   ,HOT
SRR5720245,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720245/SRR5720245_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720245/SRR5720245_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187104/S0526.fa,S0526.fa,14/12/2004,100,Pacific ,ALOHA   ,-30,175.947,HOT166   ,HOT
SRR5720246,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720246/SRR5720246_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720246/SRR5720246_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187103/S0525.fa,S0525.fa,14/12/2004,5,Pacific ,ALOHA   ,-30,174,HOT166   ,HOT
SRR5720247,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720247/SRR5720247_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720247/SRR5720247_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187106/S0528.fa,S0528.fa,17/01/2003,5,Pacific ,ALOHA   ,-30,175.947,HOT144   ,HOT
SRR5720248,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720248/SRR5720248_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720248/SRR5720248_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187105/S0527.fa,S0527.fa,14/12/2004,175,Pacific ,ALOHA   ,-30,156,HOT166   ,HOT
SRR5720249,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720249/SRR5720249_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720249/SRR5720249_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187173/S0595.fa,S0595.fa,21/04/2004,40,Atlantic,BATS    ,-30,174,BATS187  ,BATS
SRR5720250,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720250/SRR5720250_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720250/SRR5720250_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187174/S0596.fa,S0596.fa,21/04/2004,180,Atlantic,BATS    ,-30,156,BATS187  ,BATS
SRR5720251,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720251/SRR5720251_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720251/SRR5720251_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187175/S0597.fa,S0597.fa,14/09/2004,1,Atlantic,BATS    ,-30,156,BATS192  ,BATS
SRR5720252,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720252/SRR5720252_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720252/SRR5720252_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187176/S0598.fa,S0598.fa,14/09/2004,100,Atlantic,BATS    ,-30,175.947,BATS192  ,BATS
SRR5720253,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720253/SRR5720253_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720253/SRR5720253_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187197/S0619.fa,S0619.fa,15/06/2004,100,Atlantic,BATS    ,-30,175.947,BATS189  ,BATS
SRR5720254,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720254/SRR5720254_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720254/SRR5720254_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187198/S0620.fa,S0620.fa,15/06/2004,180,Atlantic,BATS    ,-30,170.877,BATS189  ,BATS
SRR5720255,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720255/SRR5720255_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720255/SRR5720255_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187171/S0593.fa,S0593.fa,12/08/2003,160,Atlantic,BATS    ,-30,170.877,BATS179  ,BATS
SRR5720256,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720256/SRR5720256_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720256/SRR5720256_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187172/S0594.fa,S0594.fa,21/04/2004,1,Atlantic,BATS    ,-30,170.877,BATS187  ,BATS
SRR5720257,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720257/SRR5720257_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720257/SRR5720257_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187193/S0615.fa,S0615.fa,18/05/2004,10,Atlantic,BATS    ,-30,170.877,BATS188  ,BATS
SRR5720258,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720258/SRR5720258_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720258/SRR5720258_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187194/S0616.fa,S0616.fa,18/05/2004,80,Atlantic,BATS    ,-30,170.877,BATS188  ,BATS
SRR5720259,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720259/SRR5720259_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720259/SRR5720259_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187195/S0617.fa,S0617.fa,18/05/2004,180,Atlantic,BATS    ,-30,167,BATS188  ,BATS
SRR5720260,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720260/SRR5720260_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720260/SRR5720260_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187196/S0618.fa,S0618.fa,15/06/2004,10,Atlantic,BATS    ,-30,167,BATS189  ,BATS
SRR5720261,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720261/SRR5720261_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720261/SRR5720261_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187189/S0611.fa,S0611.fa,04/11/2003,180,Atlantic,BATS    ,-31.6,178,BATS182  ,BATS
SRR5720262,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720262/SRR5720262_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720262/SRR5720262_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187190/S0612.fa,S0612.fa,02/12/2003,1,Atlantic,BATS    ,-31.6,178,BATS183  ,BATS
SRR5720263,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720263/SRR5720263_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720263/SRR5720263_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187191/S0613.fa,S0613.fa,02/12/2003,100,Atlantic,BATS    ,-31.6,178,BATS183  ,BATS
SRR5720264,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720264/SRR5720264_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720264/SRR5720264_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187192/S0614.fa,S0614.fa,02/12/2003,180,Atlantic,BATS    ,-31.6,178,BATS183  ,BATS
