sample,read_local_address,contig_local_address,fwd_download,rev_download,contig_download,contig,Date,Depth,Ocean,Location,Lon,Lat,cruise_id,cruise_station
SRR5788148,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788148/SRR5788148_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788148/SRR5788148_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187447/S0257.fa,S0257.fa,17/06/2011,100,Pacific ,GP13    ,-48.9358,-48.7933,TAN1109  ,GT15
SRR5788149,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788149/SRR5788149_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788149/SRR5788149_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187446/S0256.fa,S0256.fa,17/06/2011,76,Pacific ,GP13    ,-48.9358,-48.7933,TAN1109  ,GT15
SRR5788150,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788150/SRR5788150_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788150/SRR5788150_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187449/S0259.fa,S0259.fa,17/06/2011,1008,Pacific ,GP13    ,-48.9358,-48.7933,TAN1109  ,GT15
SRR5788151,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788151/SRR5788151_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788151/SRR5788151_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187448/S0258.fa,S0258.fa,17/06/2011,202,Pacific ,GP13    ,-49.5475,-52.6885,TAN1109  ,GT15
SRR5788152,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788152/SRR5788152_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788152/SRR5788152_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187451/S0261.fa,S0261.fa,18/06/2011,15,Pacific ,GP13    ,-49.5475,-52.6885,TAN1109  ,GT16
SRR5788153,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788153/SRR5788153_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788153/SRR5788153_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187450/S0260.fa,S0260.fa,17/06/2011,5601,Pacific ,GP13    ,9.5462,-50.4686,TAN1109  ,GT15
SRR5788154,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788154/SRR5788154_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788154/SRR5788154_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187453/S0263.fa,S0263.fa,17/05/2011,15,Pacific ,GP13    ,9.5462,-50.4686,SS2011   ,7
SRR5788155,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788155/SRR5788155_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788155/SRR5788155_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187452/S0262.fa,S0262.fa,18/06/2011,30,Pacific ,GP13    ,9.5462,-50.4686,TAN1109  ,GT16
SRR5788156,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788156/SRR5788156_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788156/SRR5788156_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187455/S0265.fa,S0265.fa,17/05/2011,50,Pacific ,GP13    ,9.5462,-50.4686,SS2011   ,7
SRR5788157,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788157/SRR5788157_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788157/SRR5788157_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187454/S0264.fa,S0264.fa,17/05/2011,30,Pacific ,GP13    ,9.5462,-50.4686,SS2011   ,7
SRR5788158,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788158/SRR5788158_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788158/SRR5788158_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187545/S0359.fa,S0359.fa,19/06/2011,100,Pacific ,GP13    ,13.1623,-53.4215,TAN1109  ,GT19
SRR5788159,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788159/SRR5788159_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788159/SRR5788159_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187544/S0358.fa,S0358.fa,19/06/2011,77,Pacific ,GP13    ,13.1623,-53.4215,TAN1109  ,GT19
SRR5788160,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788160/SRR5788160_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788160/SRR5788160_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187541/S0355.fa,S0355.fa,19/06/2011,15,Pacific ,GP13    ,13.1623,-53.4215,TAN1109  ,GT19
SRR5788161,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788161/SRR5788161_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788161/SRR5788161_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187540/S0354.fa,S0354.fa,19/06/2011,101,Pacific ,GP13    ,13.1623,-53.4215,TAN1109  ,GT18
SRR5788162,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788162/SRR5788162_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788162/SRR5788162_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187543/S0357.fa,S0357.fa,19/06/2011,51,Pacific ,GP13    ,13.1623,-53.4215,TAN1109  ,GT19
SRR5788163,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788163/SRR5788163_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788163/SRR5788163_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187542/S0356.fa,S0356.fa,19/06/2011,32,Pacific ,GP13    ,16.8312,-56.2685,TAN1109  ,GT19
SRR5788164,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788164/SRR5788164_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788164/SRR5788164_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187537/S0351.fa,S0351.fa,19/06/2011,30,Pacific ,GP13    ,16.8312,-56.2685,TAN1109  ,GT18
SRR5788165,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788165/SRR5788165_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788165/SRR5788165_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187536/S0350.fa,S0350.fa,19/06/2011,14,Pacific ,GP13    ,16.8312,-56.2685,TAN1109  ,GT18
SRR5788166,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788166/SRR5788166_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788166/SRR5788166_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187539/S0353.fa,S0353.fa,19/06/2011,74,Pacific ,GP13    ,16.8312,-56.2685,TAN1109  ,GT18
SRR5788167,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788167/SRR5788167_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788167/SRR5788167_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187538/S0352.fa,S0352.fa,19/06/2011,51,Pacific ,GP13    ,16.8312,-56.2685,TAN1109  ,GT18
SRR5788168,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788168/SRR5788168_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788168/SRR5788168_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187440/S0249.fa,S0249.fa,02/11/2010,185.4,Atlantic,GA03    ,17.3487,-20.7835,KN199-4  ,12
SRR5788169,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788169/SRR5788169_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788169/SRR5788169_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187441/S0250.fa,S0250.fa,02/11/2010,2,Atlantic,GA03    ,17.35162,-20.81672,KN199-4  ,12
SRR5788170,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788170/SRR5788170_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788170/SRR5788170_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187442/S0252.fa,S0252.fa,17/06/2011,101,Pacific ,GP13    ,17.35162,-20.81672,TAN1109  ,GT14
SRR5788171,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788171/SRR5788171_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788171/SRR5788171_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187443/S0253.fa,S0253.fa,17/06/2011,14,Pacific ,GP13    ,17.35162,-20.81672,TAN1109  ,GT15
SRR5788172,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788172/SRR5788172_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788172/SRR5788172_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187436/S0245.fa,S0245.fa,02/11/2010,50.4,Atlantic,GA03    ,17.35162,-20.81672,KN199-4  ,12
SRR5788173,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788173/SRR5788173_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788173/SRR5788173_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187437/S0246.fa,S0246.fa,02/11/2010,71.9,Atlantic,GA03    ,17.35162,-20.81672,KN199-4  ,12
SRR5788174,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788174/SRR5788174_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788174/SRR5788174_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187438/S0247.fa,S0247.fa,02/11/2010,91.6,Atlantic,GA03    ,17.39978,-24.4998,KN199-4  ,12
SRR5788175,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788175/SRR5788175_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788175/SRR5788175_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187439/S0248.fa,S0248.fa,02/11/2010,136.5,Atlantic,GA03    ,17.39978,-24.4998,KN199-4  ,12
SRR5788176,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788176/SRR5788176_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788176/SRR5788176_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187444/S0254.fa,S0254.fa,17/06/2011,31,Pacific ,GP13    ,17.39978,-24.4998,TAN1109  ,GT15
SRR5788177,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788177/SRR5788177_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788177/SRR5788177_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187445/S0255.fa,S0255.fa,17/06/2011,51,Pacific ,GP13    ,17.39978,-24.4998,TAN1109  ,GT15
SRR5788178,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788178/SRR5788178_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788178/SRR5788178_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187557/S0372.fa,S0372.fa,13/06/2011,16,Pacific ,GP13    ,17.39978,-24.4998,TAN1109  ,GT7
SRR5788179,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788179/SRR5788179_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788179/SRR5788179_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187556/S0371.fa,S0371.fa,13/06/2011,102,Pacific ,GP13    ,17.39978,-24.4998,TAN1109  ,GT6
SRR5788180,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788180/SRR5788180_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788180/SRR5788180_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187394/S0201.fa,S0201.fa,24/03/2011,149,Atlantic,GA02    ,17.39998,-24.50003,JC057    ,16
SRR5788181,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788181/SRR5788181_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788181/SRR5788181_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187395/S0202.fa,S0202.fa,25/03/2011,10,Atlantic,GA02    ,17.39998,-24.50003,JC057    ,17
SRR5788182,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788182/SRR5788182_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788182/SRR5788182_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187392/S0199.fa,S0199.fa,24/03/2011,10,Atlantic,GA02    ,17.39998,-24.50003,JC057    ,16
SRR5788183,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788183/SRR5788183_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788183/SRR5788183_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187393/S0200.fa,S0200.fa,24/03/2011,50,Atlantic,GA02    ,17.39998,-24.50003,JC057    ,16
SRR5788184,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788184/SRR5788184_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788184/SRR5788184_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187390/S0197.fa,S0197.fa,23/03/2011,50,Atlantic,GA02    ,17.39998,-24.50003,JC057    ,15
SRR5788185,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788185/SRR5788185_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788185/SRR5788185_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187391/S0198.fa,S0198.fa,23/03/2011,135,Atlantic,GA02    ,17.39998,-24.50003,JC057    ,15
SRR5788186,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788186/SRR5788186_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788186/SRR5788186_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187388/S0195.fa,S0195.fa,20/03/2011,143,Atlantic,GA02    ,17.39998,-24.50003,JC057    ,13
SRR5788187,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788187/SRR5788187_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788187/SRR5788187_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187389/S0196.fa,S0196.fa,23/03/2011,10,Atlantic,GA02    ,17.4,-24.4998,JC057    ,15
SRR5788188,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788188/SRR5788188_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788188/SRR5788188_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187386/S0192.fa,S0192.fa,22/03/2011,49,Atlantic,GA02    ,19.43336,-29.38323,JC057    ,14
SRR5788189,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788189/SRR5788189_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788189/SRR5788189_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187387/S0193.fa,S0193.fa,22/03/2011,149,Atlantic,GA02    ,19.43336,-29.38323,JC057    ,14
SRR5788190,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788190/SRR5788190_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788190/SRR5788190_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187416/S0224.fa,S0224.fa,11/03/2011,50,Atlantic,GA02    ,19.43336,-29.38323,JC057    ,6
SRR5788191,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788191/SRR5788191_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788191/SRR5788191_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187564/S0379.fa,S0379.fa,15/06/2011,15,Pacific ,GP13    ,19.43336,-29.38323,TAN1109  ,GT10
SRR5788192,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788192/SRR5788192_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788192/SRR5788192_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187241/S0039.fa,S0039.fa,28/06/2010,9,Atlantic,GA02    ,19.43336,-29.38323,PE321    ,35
SRR5788193,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788193/SRR5788193_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788193/SRR5788193_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187240/S0037.fa,S0037.fa,26/06/2010,200,Atlantic,GA02    ,19.43336,-29.38323,PE321    ,33
